AdmitTerm,School,Program,NationalStatus,AdmissionPathway,Enrolled,Retained
Fall 2023,School C,NOS,INTERNATIONAL,Direct Entry,10,9

Fall 2023,School C,PJN,DOMESTIC,Direct Entry,17,14

Fall 2023,School C,PJN,DOMESTIC,Transfer,9,7

Fall 2023,School C,PJN,INTERNATIONAL,Direct Entry,5,5

Fall 2023,School C,RUP,DOMESTIC,Direct Entry,15,13

Fall 2023,School C,RUP,DOMESTIC,Transfer,7,5

Fall 2023,School C,RUP,INTERNATIONAL,Direct Entry,12,11

Fall 2023,School C,UVZ,DOMESTIC,Direct Entry,33,28

Fall 2023,School C,UVZ,DOMESTIC,Transfer,11,8

Fall 2023,School C,UVZ,INTERNATIONAL,Direct Entry,2,2

Fall 2023,School C,UVZ,INTERNATIONAL,Transfer,1,0

Fall 2023,School C,YDA,DOMESTIC,Direct Entry,9,9

Fall 2023,School C,YDA,DOMESTIC,Transfer,3,2

Fall 2023,School C,YDA,INTERNATIONAL,Direct Entry,4,4

Fall 2023,School C,YXQ,DOMESTIC,Direct Entry,31,28

Fall 2023,School C,YXQ,DOMESTIC,Foundation,18,17

Fall 2023,School C,YXQ,DOMESTIC,Transfer,4,2

Fall 2023,School C,YXQ,INTERNATIONAL,Direct Entry,4,4

Fall 2023,School C,YXQ,INTERNATIONAL,Transfer,2,1

Fall 2023,School D,CMX,DOMESTIC,Direct Entry,16,15

Fall 2023,School D,CMX,DOMESTIC,Foundation,9,9

Fall 2023,School D,CMX,DOMESTIC,Transfer,3,1

Fall 2023,School D,HPA,DOMESTIC,Direct Entry,22,21

Fall 2023,School D,HPA,DOMESTIC,Transfer,15,14

Fall 2023,School D,IAU,DOMESTIC,Direct Entry,12,10

Fall 2023,School D,IAU,DOMESTIC,Foundation,3,3

Fall 2023,School D,IAU,DOMESTIC,Transfer,1,0

Fall 2023,School D,IAU,INTERNATIONAL,Direct Entry,1,1

Fall 2023,School D,JRA,DOMESTIC,Direct Entry,27,18

Fall 2023,School D,JRA,DOMESTIC,Transfer,11,7

Fall 2023,School D,JVH,DOMESTIC,Direct Entry,26,21

Fall 2023,School D,JVH,DOMESTIC,Transfer,12,8

Fall 2023,School D,JVH,INTERNATIONAL,Direct Entry,3,2

Fall 2023,School D,KUY,DOMESTIC,Direct Entry,120,83

Fall 2023,School D,KUY,DOMESTIC,Foundation,50,36

Fall 2023,School D,KUY,DOMESTIC,Transfer,11,5

Fall 2023,School D,KUY,INTERNATIONAL,Direct Entry,1,1

Fall 2023,School D,MFQ,DOMESTIC,Direct Entry,11,10

Fall 2023,School D,MFQ,DOMESTIC,Transfer,5,4

Fall 2023,School D,MFQ,INTERNATIONAL,Direct Entry,2,2

Fall 2023,School D,RFI,DOMESTIC,Direct Entry,14,12

Fall 2023,School D,RFI,DOMESTIC,Transfer,10,8

Fall 2023,School D,RFI,INTERNATIONAL,Direct Entry,1,1

Fall 2023,School D,RNV,DOMESTIC,Direct Entry,11,11

Fall 2023,School D,RNV,DOMESTIC,Transfer,3,2

Fall 2023,School D,THM,DOMESTIC,Direct Entry,23,22

Fall 2023,School D,THM,DOMESTIC,Transfer,10,9

Fall 2023,School D,UKS,DOMESTIC,Direct Entry,8,7

Fall 2023,School D,UKS,DOMESTIC,Transfer,5,4

Fall 2023,School D,XLL,DOMESTIC,Direct Entry,30,29

Fall 2023,School D,XLL,DOMESTIC,Transfer,18,16

Fall 2023,School D,ZCU,DOMESTIC,Direct Entry,22,21

Fall 2023,School D,ZCU,DOMESTIC,Foundation,9,9

Fall 2023,School D,ZCU,DOMESTIC,Transfer,2,1

Fall 2023,School D,ZCU,INTERNATIONAL,Direct Entry,1,0

Fall 2023,School E,EDB,DOMESTIC,Direct Entry,14,14

Fall 2023,School E,EDB,INTERNATIONAL,Direct Entry,3,1

Fall 2023,School E,EDB,INTERNATIONAL,Transfer,2,1

Fall 2023,School E,FCT,DOMESTIC,Direct Entry,11,6

Fall 2023,School E,FCT,INTERNATIONAL,Direct Entry,4,3

Fall 2023,School E,LOC,DOMESTIC,Direct Entry,8,7

Fall 2023,School E,LOC,DOMESTIC,Transfer,5,4

Fall 2023,School E,LOC,INTERNATIONAL,Direct Entry,4,4

Fall 2023,School E,NGF,DOMESTIC,Direct Entry,30,27

Fall 2023,School E,NGF,DOMESTIC,Transfer,13,11

Fall 2023,School E,NGF,INTERNATIONAL,Direct Entry,8,6

Fall 2023,School E,PEW,DOMESTIC,Direct Entry,27,24

Fall 2023,School E,PEW,DOMESTIC,Transfer,10,8

Fall 2023,School E,PEW,INTERNATIONAL,Direct Entry,9,9

Fall 2023,School E,SKM,DOMESTIC,Direct Entry,17,11

Fall 2023,School E,SKM,DOMESTIC,Transfer,6,4

Fall 2023,School E,SKM,INTERNATIONAL,Direct Entry,5,5

Fall 2023,School E,UQB,DOMESTIC,Direct Entry,10,9

Fall 2023,School E,UQB,INTERNATIONAL,Direct Entry,1,1

Fall 2023,School E,UQB,INTERNATIONAL,Transfer,1,0

Fall 2023,School F,EGJ,DOMESTIC,Direct Entry,24,23

Fall 2023,School F,EGJ,DOMESTIC,Transfer,10,9

Fall 2023,School F,KAU,DOMESTIC,Direct Entry,9,8

Fall 2023,School F,KAU,INTERNATIONAL,Direct Entry,7,6

Fall 2023,School F,KAU,INTERNATIONAL,Transfer,6,5

Fall 2023,School F,KOK,DOMESTIC,Direct Entry,8,8

Fall 2023,School F,KOK,INTERNATIONAL,Direct Entry,6,6

Fall 2023,School F,KOK,INTERNATIONAL,Transfer,2,1

Fall 2023,School F,PFB,DOMESTIC,Direct Entry,165,132

Fall 2023,School F,PFB,DOMESTIC,Foundation,75,58

Fall 2023,School F,PFB,DOMESTIC,Transfer,22,14

Fall 2023,School F,PFB,INTERNATIONAL,Direct Entry,31,31

Fall 2023,School F,PFB,INTERNATIONAL,Foundation,15,15

Fall 2023,School F,PFB,INTERNATIONAL,Transfer,5,3

Fall 2023,School F,RZP,DOMESTIC,Direct Entry,39,32

Fall 2023,School F,RZP,DOMESTIC,Foundation,11,9

Fall 2023,School F,RZP,DOMESTIC,Transfer,2,1

Fall 2023,School F,RZP,INTERNATIONAL,Direct Entry,9,9

Fall 2023,School F,SYW,DOMESTIC,Direct Entry,12,7

Fall 2023,School F,SYW,INTERNATIONAL,Direct Entry,2,2

Fall 2023,School F,SYW,INTERNATIONAL,Transfer,2,1

Fall 2023,School G,ICC,DOMESTIC,Direct Entry,10,6

Fall 2023,School G,ICC,DOMESTIC,Transfer,5,3

Fall 2023,School G,ICC,INTERNATIONAL,Direct Entry,4,4

Fall 2023,School G,IWU,DOMESTIC,Direct Entry,9,9

Fall 2023,School G,IWU,DOMESTIC,Transfer,5,4

Fall 2023,School G,IWU,INTERNATIONAL,Direct Entry,4,4

Fall 2024,School A,CTD,DOMESTIC,Direct Entry,104,85

Fall 2024,School A,CTD,DOMESTIC,Foundation,47,37

Fall 2024,School A,CTD,DOMESTIC,Transfer,15,9

Fall 2024,School A,CTD,INTERNATIONAL,Direct Entry,6,5

Fall 2024,School A,CTD,INTERNATIONAL,Transfer,4,3

Fall 2024,School A,DIB,DOMESTIC,Direct Entry,8,7

Fall 2024,School A,DIB,INTERNATIONAL,Direct Entry,14,13

Fall 2024,School A,DIB,INTERNATIONAL,Foundation,6,6

Fall 2024,School A,DIB,INTERNATIONAL,Transfer,1,0

Fall 2024,School A,HBP,DOMESTIC,Direct Entry,207,162

Fall 2024,School A,HBP,DOMESTIC,Foundation,92,69

Fall 2024,School A,HBP,DOMESTIC,Transfer,19,12

Fall 2024,School A,HBP,INTERNATIONAL,Direct Entry,245,220

Fall 2024,School A,HBP,INTERNATIONAL,Foundation,80,70

Fall 2024,School A,HBP,INTERNATIONAL,Transfer,15,11

Fall 2024,School A,REJ,DOMESTIC,Direct Entry,43,33

Fall 2024,School A,REJ,DOMESTIC,Foundation,10,8

Fall 2024,School A,REJ,DOMESTIC,Transfer,2,1

Fall 2024,School A,REJ,INTERNATIONAL,Direct Entry,13,12

Fall 2024,School A,REJ,INTERNATIONAL,Transfer,4,3

Fall 2024,School A,XJQ,DOMESTIC,Direct Entry,10,9

Fall 2024,School A,XJQ,DOMESTIC,Transfer,6,5

Fall 2024,School A,XJQ,INTERNATIONAL,Direct Entry,2,1

Fall 2024,School A,YDD,DOMESTIC,Direct Entry,5,4

Fall 2024,School A,YDD,INTERNATIONAL,Direct Entry,6,5

Fall 2024,School A,YDD,INTERNATIONAL,Transfer,4,3

Fall 2024,School B,AEX,DOMESTIC,Direct Entry,27,23

Fall 2024,School B,AEX,DOMESTIC,Transfer,11,8

Fall 2024,School B,AEX,INTERNATIONAL,Direct Entry,1,0

Fall 2024,School B,CCH,DOMESTIC,Direct Entry,3,0

Fall 2024,School B,CCH,DOMESTIC,Transfer,1,0

Fall 2024,School B,DLF,DOMESTIC,Direct Entry,35,30

Fall 2024,School B,DLF,DOMESTIC,Transfer,11,8

Fall 2024,School B,DLF,INTERNATIONAL,Direct Entry,14,13

Fall 2024,School B,DLF,INTERNATIONAL,Transfer,5,4

Fall 2024,School B,ENR,DOMESTIC,Direct Entry,18,16

Fall 2024,School B,ENR,DOMESTIC,Transfer,13,11

Fall 2024,School B,ENR,INTERNATIONAL,Direct Entry,2,1

Fall 2024,School B,ENR,INTERNATIONAL,Transfer,2,1

Fall 2024,School B,FJC,DOMESTIC,Direct Entry,17,14

Fall 2024,School B,FJC,DOMESTIC,Transfer,11,8

Fall 2024,School B,FJC,INTERNATIONAL,Direct Entry,5,4

Fall 2024,School B,FJC,INTERNATIONAL,Transfer,2,1

Fall 2024,School B,GIZ,DOMESTIC,Direct Entry,18,14

Fall 2024,School B,GIZ,DOMESTIC,Transfer,9,6

Fall 2024,School B,GIZ,INTERNATIONAL,Direct Entry,1,0

Fall 2024,School B,JQP,DOMESTIC,Direct Entry,53,44

Fall 2024,School B,JQP,DOMESTIC,Foundation,18,17

Fall 2024,School B,JQP,DOMESTIC,Transfer,5,2

Fall 2024,School B,JQP,INTERNATIONAL,Direct Entry,13,12

Fall 2024,School B,QYB,DOMESTIC,Direct Entry,18,7

Fall 2024,School B,QYB,DOMESTIC,Transfer,9,4

Fall 2024,School B,QYB,INTERNATIONAL,Direct Entry,2,1

Fall 2024,School B,TWJ,DOMESTIC,Direct Entry,14,7

Fall 2024,School B,TWJ,DOMESTIC,Transfer,5,2

Fall 2024,School B,TWJ,INTERNATIONAL,Direct Entry,3,2

Fall 2024,School B,UQU,DOMESTIC,Direct Entry,8,4

Fall 2024,School B,UQU,DOMESTIC,Transfer,3,1

Fall 2024,School B,UQU,INTERNATIONAL,Direct Entry,1,0

Fall 2024,School B,XEM,DOMESTIC,Direct Entry,57,43

Fall 2024,School B,XEM,DOMESTIC,Foundation,28,21

Fall 2024,School B,XEM,DOMESTIC,Transfer,6,3

Fall 2024,School B,XEM,INTERNATIONAL,Direct Entry,7,5

Fall 2024,School B,XEM,INTERNATIONAL,Transfer,4,2

Fall 2024,School C,AFX,DOMESTIC,Direct Entry,22,19

Fall 2024,School C,AFX,DOMESTIC,Transfer,9,7

Fall 2024,School C,AFX,INTERNATIONAL,Direct Entry,8,7

Fall 2024,School C,AFX,INTERNATIONAL,Transfer,3,2

Fall 2024,School C,CQK,DOMESTIC,Direct Entry,28,25

Fall 2024,School C,CQK,DOMESTIC,Transfer,18,14

Fall 2024,School C,CQK,INTERNATIONAL,Direct Entry,1,0

Fall 2024,School C,CQK,INTERNATIONAL,Transfer,2,1

Fall 2024,School C,FOR,DOMESTIC,Direct Entry,18,13

Fall 2024,School C,FOR,DOMESTIC,Foundation,5,5

Fall 2024,School C,FOR,DOMESTIC,Transfer,1,0

Fall 2024,School C,FOR,INTERNATIONAL,Direct Entry,3,2

Fall 2024,School C,FOR,INTERNATIONAL,Transfer,2,1

Fall 2024,School C,HIQ,DOMESTIC,Direct Entry,13,9

Fall 2024,School C,HIQ,INTERNATIONAL,Direct Entry,4,3

Fall 2024,School C,LBR,DOMESTIC,Direct Entry,14,10

Fall 2024,School C,LBR,DOMESTIC,Transfer,5,3

Fall 2024,School C,LBR,INTERNATIONAL,Direct Entry,1,0

Fall 2024,School C,NOS,DOMESTIC,Direct Entry,14,12

Fall 2024,School C,NOS,DOMESTIC,Transfer,7,5

Fall 2024,School C,NOS,INTERNATIONAL,Direct Entry,8,7

Fall 2024,School C,PJN,DOMESTIC,Direct Entry,19,16

Fall 2024,School C,PJN,DOMESTIC,Transfer,9,7

Fall 2024,School C,PJN,INTERNATIONAL,Direct Entry,5,4

Fall 2024,School C,RUP,DOMESTIC,Direct Entry,13,11

Fall 2024,School C,RUP,DOMESTIC,Transfer,6,4

Fall 2024,School C,RUP,INTERNATIONAL,Direct Entry,12,11

Fall 2024,School C,UVZ,DOMESTIC,Direct Entry,30,26

Fall 2024,School C,UVZ,DOMESTIC,Transfer,14,10

Fall 2024,School C,UVZ,INTERNATIONAL,Direct Entry,3,2

Fall 2024,School C,YDA,DOMESTIC,Direct Entry,13,12

Fall 2024,School C,YDA,INTERNATIONAL,Direct Entry,3,2

Fall 2024,School C,YDA,INTERNATIONAL,Transfer,1,0

Fall 2024,School C,YXQ,DOMESTIC,Direct Entry,30,27

Fall 2024,School C,YXQ,DOMESTIC,Transfer,15,12

Fall 2024,School C,YXQ,INTERNATIONAL,Direct Entry,6,5

Fall 2024,School D,CMX,DOMESTIC,Direct Entry,18,16

Fall 2024,School D,CMX,DOMESTIC,Foundation,5,5

Fall 2024,School D,CMX,DOMESTIC,Transfer,1,0

Fall 2024,School D,HPA,DOMESTIC,Direct Entry,23,22

Fall 2024,School D,HPA,DOMESTIC,Transfer,13,12

Fall 2024,School D,IAU,DOMESTIC,Direct Entry,11,9

Fall 2024,School D,IAU,DOMESTIC,Transfer,7,5

Fall 2024,School D,IAU,INTERNATIONAL,Direct Entry,1,0

Fall 2024,School D,JRA,DOMESTIC,Direct Entry,25,17

Fall 2024,School D,JRA,DOMESTIC,Transfer,14,9

Fall 2024,School D,JVH,DOMESTIC,Direct Entry,28,22

Fall 2024,School D,JVH,DOMESTIC,Transfer,11,8

Fall 2024,School D,JVH,INTERNATIONAL,Direct Entry,3,2

Fall 2024,School D,KUY,DOMESTIC,Direct Entry,110,77

Fall 2024,School D,KUY,DOMESTIC,Foundation,42,29

Fall 2024,School D,KUY,DOMESTIC,Transfer,8,4

Fall 2024,School D,KUY,INTERNATIONAL,Direct Entry,1,0

Fall 2024,School D,MFQ,DOMESTIC,Direct Entry,12,11

Fall 2024,School D,MFQ,DOMESTIC,Transfer,4,3

Fall 2024,School D,MFQ,INTERNATIONAL,Direct Entry,2,1

Fall 2024,School D,RFI,DOMESTIC,Direct Entry,18,16

Fall 2024,School D,RFI,DOMESTIC,Transfer,8,6

Fall 2024,School D,RFI,INTERNATIONAL,Direct Entry,1,0

Fall 2024,School D,RNV,DOMESTIC,Direct Entry,12,11

Fall 2024,School D,THM,DOMESTIC,Direct Entry,19,18

Fall 2024,School D,THM,DOMESTIC,Transfer,12,11

Fall 2024,School D,UKS,DOMESTIC,Direct Entry,13,12

Fall 2024,School D,XLL,DOMESTIC,Direct Entry,34,33

Fall 2024,School D,XLL,DOMESTIC,Foundation,13,13

Fall 2024,School D,XLL,DOMESTIC,Transfer,3,1

Fall 2024,School D,ZCU,DOMESTIC,Direct Entry,17,16

Fall 2024,School D,ZCU,DOMESTIC,Transfer,11,10

Fall 2024,School D,ZCU,INTERNATIONAL,Direct Entry,1,0

Fall 2024,School E,EDB,DOMESTIC,Direct Entry,11,10

Fall 2024,School E,EDB,DOMESTIC,Transfer,4,3

Fall 2024,School E,EDB,INTERNATIONAL,Direct Entry,5,2

Fall 2024,School E,FCT,DOMESTIC,Direct Entry,10,5

Fall 2024,School E,FCT,INTERNATIONAL,Direct Entry,3,2

Fall 2024,School E,LOC,DOMESTIC,Direct Entry,11,10

Fall 2024,School E,LOC,INTERNATIONAL,Direct Entry,2,1

Fall 2024,School E,LOC,INTERNATIONAL,Transfer,1,0

Fall 2024,School E,NGF,DOMESTIC,Direct Entry,29,26

Fall 2024,School E,NGF,DOMESTIC,Transfer,15,12

Fall 2024,School E,NGF,INTERNATIONAL,Direct Entry,4,2

Fall 2024,School E,NGF,INTERNATIONAL,Transfer,2,1

Fall 2024,School E,PEW,DOMESTIC,Direct Entry,30,27

Fall 2024,School E,PEW,DOMESTIC,Foundation,9,9

Fall 2024,School E,PEW,DOMESTIC,Transfer,1,0

Fall 2024,School E,PEW,INTERNATIONAL,Direct Entry,10,9

Fall 2024,School E,SKM,DOMESTIC,Direct Entry,14,9

Fall 2024,School E,SKM,DOMESTIC,Transfer,8,5

Fall 2024,School E,SKM,INTERNATIONAL,Direct Entry,5,4

Fall 2024,School E,UQB,DOMESTIC,Direct Entry,10,9

Fall 2024,School E,UQB,INTERNATIONAL,Direct Entry,1,0

Fall 2024,School E,UQB,INTERNATIONAL,Transfer,1,0

Fall 2024,School F,EGJ,DOMESTIC,Direct Entry,25,24

Fall 2024,School F,EGJ,DOMESTIC,Transfer,8,7

Fall 2024,School F,KAU,DOMESTIC,Direct Entry,6,5

Fall 2024,School F,KAU,DOMESTIC,Transfer,2,1

Fall 2024,School F,KAU,INTERNATIONAL,Direct Entry,11,10

Fall 2024,School F,KOK,DOMESTIC,Direct Entry,7,6

Fall 2024,School F,KOK,INTERNATIONAL,Direct Entry,8,7

Fall 2024,School F,PFB,DOMESTIC,Direct Entry,174,142

Fall 2024,School F,PFB,DOMESTIC,Foundation,80,61

Fall 2024,School F,PFB,DOMESTIC,Transfer,21,14

Fall 2024,School F,PFB,INTERNATIONAL,Direct Entry,31,31

Fall 2024,School F,PFB,INTERNATIONAL,Transfer,12,10

Fall 2024,School F,RZP,DOMESTIC,Direct Entry,40,33

Fall 2024,School F,RZP,DOMESTIC,Foundation,9,7

Fall 2024,School F,RZP,DOMESTIC,Transfer,3,1

Fall 2024,School F,RZP,INTERNATIONAL,Direct Entry,8,7

Fall 2024,School F,SYW,DOMESTIC,Direct Entry,8,4

Fall 2024,School F,SYW,DOMESTIC,Transfer,3,1

Fall 2024,School F,SYW,INTERNATIONAL,Direct Entry,3,2

Fall 2024,School G,ICC,DOMESTIC,Direct Entry,12,7

Fall 2024,School G,ICC,DOMESTIC,Transfer,4,2

Fall 2024,School G,ICC,INTERNATIONAL,Direct Entry,3,2

Fall 2024,School G,IWU,DOMESTIC,Direct Entry,10,9

Fall 2024,School G,IWU,DOMESTIC,Transfer,5,4

Fall 2024,School G,IWU,INTERNATIONAL,Direct Entry,3,2

